pl_gest,data_bon,id_gest,anluna,pct_lcr,id,pl_pr,id_pr,pl_bon,id_bon,retail_product_id,ProductCode,UnitMeasure,SalePrice,SalePriceWithVAT,ManagementWorkplaceId,ManagementId,retail_product_name
1,2025-09-05 12:04:19.553,1,202509,1,53353,1,9,1,35214,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 12:04:19.553,1,202509,1,53349,1,54,1,35214,112,EBA,"BUC     ",26.04,28.90,1,1,Crazy Schnitzel
1,2025-09-05 12:04:19.553,1,202509,1,53352,1,71,1,35214,131,EBA,"BUC     ",6.22,6.90,1,2,Crazy Sauce
1,2025-09-05 12:04:19.553,1,202509,1,53351,1,93,1,35214,143,GAA,"BUC     ",8.56,9.50,1,1,Aqua Carpatica Plata 0.5L
1,2025-09-05 12:04:19.553,1,202509,1,53350,1,10109,1,35214,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 12:10:45.877,1,202509,1,53358,1,93,1,35215,143,GAA,"BUC     ",8.56,9.50,1,1,Aqua Carpatica Plata 0.5L
1,2025-09-05 12:10:45.877,1,202509,1,53359,1,77,1,35215,137,EBA,"BUC     ",7.12,7.90,1,2,Blueberry Sauce
1,2025-09-05 12:10:45.877,1,202509,1,53356,1,68,1,35215,124,EBA,"BUC     ",26.94,29.90,1,1,Breaded Pork Schnitzel
1,2025-09-05 12:10:45.877,1,202509,1,53357,1,10109,1,35215,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 12:12:08.340,1,202509,1,53362,1,68,1,35216,124,EBA,"BUC     ",26.94,29.90,1,1,Breaded Pork Schnitzel
1,2025-09-05 12:12:08.340,1,202509,1,53367,1,60,1,35216,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 12:12:08.340,1,202509,1,53371,1,9,1,35216,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 12:12:08.340,1,202509,1,53365,1,77,1,35216,137,EBA,"BUC     ",7.12,7.90,1,2,Blueberry Sauce
1,2025-09-05 12:12:08.340,1,202509,1,53370,1,72,1,35216,132,EBA,"BUC     ",5.32,5.90,1,1,Cheddar Sauce
1,2025-09-05 12:12:08.340,1,202509,1,53363,1,10109,1,35216,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 12:12:08.340,1,202509,1,53364,1,10102,1,35216,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 12:12:08.340,1,202509,1,53369,1,10102,1,35216,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 12:12:08.340,1,202509,1,53368,1,10108,1,35216,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 12:25:51.793,1,202509,1,53373,1,9,1,35217,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 12:26:25.907,1,202509,1,53375,1,60,1,35218,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 12:26:25.907,1,202509,1,53378,1,77,1,35218,137,EBA,"BUC     ",7.12,7.90,1,2,Blueberry Sauce
1,2025-09-05 12:26:25.907,1,202509,1,53377,1,93,1,35218,143,GAA,"BUC     ",8.56,9.50,1,1,Aqua Carpatica Plata 0.5L
1,2025-09-05 12:26:25.907,1,202509,1,53376,1,10108,1,35218,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 12:38:56.860,1,202509,1,53384,1,73,1,35219,133,EBA,"BUC     ",4.41,4.90,1,1,Tomato Sauce
1,2025-09-05 12:38:56.860,1,202509,1,53389,1,73,1,35219,133,EBA,"BUC     ",4.41,4.90,1,1,Tomato Sauce
1,2025-09-05 12:38:56.860,1,202509,1,53390,1,85,1,35219,10174,EBA,"BUC     ",7.12,7.90,1,2,Extra parmezan
1,2025-09-05 12:38:56.860,1,202509,1,53386,1,60,1,35219,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 12:38:56.860,1,202509,1,53381,1,65,1,35219,120,EBA,"BUC     ",44.05,48.90,1,1,Viennese Schnitzel
1,2025-09-05 12:38:56.860,1,202509,1,53382,1,10108,1,35219,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 12:38:56.860,1,202509,1,53387,1,10108,1,35219,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 12:38:56.860,1,202509,1,53383,1,10102,1,35219,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 12:38:56.860,1,202509,1,53388,1,10102,1,35219,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 12:48:06.543,1,202509,1,53392,1,60,1,35220,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 12:48:06.543,1,202509,1,53393,1,9,1,35220,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 12:52:43.810,1,202509,1,53399,1,9,1,35221,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 12:52:43.810,1,202509,1,53395,1,54,1,35221,112,EBA,"BUC     ",26.04,28.90,1,1,Crazy Schnitzel
1,2025-09-05 12:52:43.810,1,202509,1,53398,1,71,1,35221,131,EBA,"BUC     ",6.22,6.90,1,2,Crazy Sauce
1,2025-09-05 12:52:43.810,1,202509,1,53397,1,93,1,35221,143,GAA,"BUC     ",8.56,9.50,1,1,Aqua Carpatica Plata 0.5L
1,2025-09-05 12:52:43.810,1,202509,1,53396,1,10108,1,35221,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 12:54:54.770,1,202509,1,53401,1,54,1,35222,112,EBA,"BUC     ",26.04,28.90,1,1,Crazy Schnitzel
1,2025-09-05 12:54:54.770,1,202509,1,53402,1,60,1,35222,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 12:54:54.770,1,202509,1,53403,1,10110,1,35222,10186,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Twist Zero Can 0.33L
1,2025-09-05 13:03:14.830,1,202509,1,53406,1,65,1,35223,120,EBA,"BUC     ",44.05,48.90,1,1,Viennese Schnitzel
1,2025-09-05 13:03:14.830,1,202509,1,53409,1,74,1,35223,134,EBA,"BUC     ",4.41,4.90,1,1,Garlic Sauce
1,2025-09-05 13:03:14.830,1,202509,1,53410,1,83,1,35223,10172,EBA,"BUC     ",5.32,5.90,1,1,Extra bacon
1,2025-09-05 13:03:14.830,1,202509,1,53408,1,10102,1,35223,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 13:03:14.830,1,202509,1,53407,1,10109,1,35223,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 13:04:21.687,1,202509,1,53412,1,9,1,35224,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 13:05:47.353,1,202509,1,53414,1,65,1,35225,120,EBA,"BUC     ",44.05,48.90,1,1,Viennese Schnitzel
1,2025-09-05 13:05:47.353,1,202509,1,53416,1,92,1,35225,142,GAA,"BUC     ",10.81,12.00,1,2,Aqua Carpatica Minerala 0.5L
1,2025-09-05 13:05:47.353,1,202509,1,53417,1,77,1,35225,137,EBA,"BUC     ",7.12,7.90,1,2,Blueberry Sauce
1,2025-09-05 13:05:47.353,1,202509,1,53415,1,10108,1,35225,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 13:08:20.470,1,202509,1,53428,1,72,1,35226,132,EBA,"BUC     ",5.32,5.90,1,1,Cheddar Sauce
1,2025-09-05 13:08:20.470,1,202509,1,53423,1,72,1,35226,132,EBA,"BUC     ",5.32,5.90,1,1,Cheddar Sauce
1,2025-09-05 13:08:20.470,1,202509,1,53425,1,60,1,35226,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 13:08:20.470,1,202509,1,53420,1,60,1,35226,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 13:08:20.470,1,202509,1,53421,1,10108,1,35226,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 13:08:20.470,1,202509,1,53427,1,10102,1,35226,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 13:08:20.470,1,202509,1,53422,1,10103,1,35226,10160,GAA,"BUC     ",7.44,9.00,1,1,Mountain Dew 0.25L Doze
1,2025-09-05 13:08:20.470,1,202509,1,53426,1,10109,1,35226,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 13:13:16.370,1,202509,1,53430,1,79,1,35227,127,EBA,"BUC     ",23.33,25.90,1,1,Mac & Cheese with Crispy Bacon
1,2025-09-05 13:33:36.610,1,202509,1,53431,1,79,1,35228,127,EBA,"BUC     ",23.33,25.90,1,1,Mac & Cheese with Crispy Bacon
1,2025-09-05 13:37:18.090,1,202509,1,53436,1,71,1,35229,131,EBA,"BUC     ",6.22,6.90,1,2,Crazy Sauce
1,2025-09-05 13:37:18.090,1,202509,1,53441,1,77,1,35229,137,EBA,"BUC     ",7.12,7.90,1,2,Blueberry Sauce
1,2025-09-05 13:37:18.090,1,202509,1,53446,1,77,1,35229,137,EBA,"BUC     ",7.12,7.90,1,2,Blueberry Sauce
1,2025-09-05 13:37:18.090,1,202509,1,53443,1,60,1,35229,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 13:37:18.090,1,202509,1,53447,1,9,1,35229,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 13:37:18.090,1,202509,1,53433,1,54,1,35229,112,EBA,"BUC     ",26.04,28.90,1,1,Crazy Schnitzel
1,2025-09-05 13:37:18.090,1,202509,1,53438,1,54,1,35229,112,EBA,"BUC     ",26.04,28.90,1,1,Crazy Schnitzel
1,2025-09-05 13:37:18.090,1,202509,1,53434,1,10109,1,35229,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 13:37:18.090,1,202509,1,53445,1,10102,1,35229,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 13:37:18.090,1,202509,1,53435,1,10102,1,35229,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 13:37:18.090,1,202509,1,53440,1,10102,1,35229,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 13:37:18.090,1,202509,1,53444,1,10108,1,35229,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 13:37:18.090,1,202509,1,53439,1,10108,1,35229,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 13:42:14.847,1,202509,1,53475,1,60,1,35232,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 13:42:14.847,1,202509,1,53473,1,63,1,35232,117,EBA,"BUC     ",43.15,47.90,1,2,Healthy Green Fit Schnitzel
1,2025-09-05 13:42:14.847,1,202509,1,53478,1,72,1,35232,132,EBA,"BUC     ",5.32,5.90,1,1,Cheddar Sauce
1,2025-09-05 13:42:14.847,1,202509,1,53477,1,92,1,35232,142,GAA,"BUC     ",10.81,12.00,1,2,Aqua Carpatica Minerala 0.5L
1,2025-09-05 13:42:14.847,1,202509,1,53476,1,10109,1,35232,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 13:56:05.563,1,202509,1,53480,1,88,1,35233,119,EBA,"BUC     ",43.15,47.90,1,2,Healthy Red Fit Schnitzel
1,2025-09-05 13:56:05.563,1,202509,1,53481,1,82,1,35233,130,EBA,"BUC     ",11.62,12.90,1,1,Crazy Fries with Cheddar Sauce
1,2025-09-05 14:04:55.633,1,202509,1,53483,1,79,1,35234,127,EBA,"BUC     ",23.33,25.90,1,1,Mac & Cheese with Crispy Bacon
1,2025-09-05 14:04:55.633,1,202509,1,53482,1,83,1,35234,10172,EBA,"BUC     ",5.32,5.90,1,1,Extra bacon
1,2025-09-05 14:04:55.633,1,202509,1,53484,1,54,1,35234,112,EBA,"BUC     ",26.04,28.90,1,1,Crazy Schnitzel
1,2025-09-05 14:18:58.370,1,202509,1,53485,1,60,1,35235,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 14:18:58.370,1,202509,1,53486,1,83,1,35235,10172,EBA,"BUC     ",5.32,5.90,1,1,Extra bacon
1,2025-09-05 14:18:58.370,1,202509,1,53487,1,82,1,35235,130,EBA,"BUC     ",11.62,12.90,1,1,Crazy Fries with Cheddar Sauce
1,2025-09-05 14:18:58.370,1,202509,1,53488,1,10110,1,35235,10186,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Twist Zero Can 0.33L
1,2025-09-05 14:20:03.060,1,202509,1,53491,1,82,1,35236,130,EBA,"BUC     ",11.62,12.90,1,1,Crazy Fries with Cheddar Sauce
1,2025-09-05 14:20:03.060,1,202509,1,53490,1,88,1,35236,119,EBA,"BUC     ",43.15,47.90,1,2,Healthy Red Fit Schnitzel
1,2025-09-05 14:20:03.060,1,202509,1,53492,1,89,1,35236,139,GAA,"BUC     ",7.85,9.50,1,1,Pepsi Cola Can 0.33L
1,2025-09-05 14:20:12.063,1,202509,1,53498,1,73,1,35237,133,EBA,"BUC     ",4.41,4.90,1,1,Tomato Sauce
1,2025-09-05 14:20:12.063,1,202509,1,53495,1,54,1,35237,112,EBA,"BUC     ",26.04,28.90,1,1,Crazy Schnitzel
1,2025-09-05 14:20:12.063,1,202509,1,53496,1,10109,1,35237,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 14:20:12.063,1,202509,1,53497,1,10102,1,35237,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 14:21:23.710,1,202509,1,53501,1,9,1,35238,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 14:21:23.710,1,202509,1,53500,1,79,1,35238,127,EBA,"BUC     ",23.33,25.90,1,1,Mac & Cheese with Crispy Bacon
1,2025-09-05 14:22:20.957,1,202509,1,53502,1,79,1,35239,127,EBA,"BUC     ",23.33,25.90,1,1,Mac & Cheese with Crispy Bacon
1,2025-09-05 14:22:20.957,1,202509,1,53503,1,82,1,35239,130,EBA,"BUC     ",11.62,12.90,1,1,Crazy Fries with Cheddar Sauce
1,2025-09-05 14:22:20.957,1,202509,1,53504,1,93,1,35239,143,GAA,"BUC     ",8.56,9.50,1,1,Aqua Carpatica Plata 0.5L
1,2025-09-05 14:23:38.827,1,202509,1,53506,1,79,1,35240,127,EBA,"BUC     ",23.33,25.90,1,1,Mac & Cheese with Crispy Bacon
1,2025-09-05 14:23:38.827,1,202509,1,53507,1,54,1,35240,112,EBA,"BUC     ",26.04,28.90,1,1,Crazy Schnitzel
1,2025-09-05 14:23:38.827,1,202509,1,53508,1,10110,1,35240,10186,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Twist Zero Can 0.33L
1,2025-09-05 14:28:40.073,1,202509,1,53511,1,60,1,35241,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 14:28:40.073,1,202509,1,53513,1,92,1,35241,142,GAA,"BUC     ",10.81,12.00,1,2,Aqua Carpatica Minerala 0.5L
1,2025-09-05 14:28:40.073,1,202509,1,53514,1,72,1,35241,132,EBA,"BUC     ",5.32,5.90,1,1,Cheddar Sauce
1,2025-09-05 14:28:40.073,1,202509,1,53512,1,10108,1,35241,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 14:29:30.597,1,202509,1,53517,1,75,1,35242,135,EBA,"BUC     ",6.22,6.90,1,2,Pink Sauce
1,2025-09-05 14:29:30.597,1,202509,1,53516,1,88,1,35242,119,EBA,"BUC     ",43.15,47.90,1,2,Healthy Red Fit Schnitzel
1,2025-09-05 14:39:02.970,1,202509,1,53522,1,72,1,35243,132,EBA,"BUC     ",5.32,5.90,1,1,Cheddar Sauce
1,2025-09-05 14:39:02.970,1,202509,1,53519,1,60,1,35243,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 14:39:02.970,1,202509,1,53523,1,9,1,35243,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 14:39:02.970,1,202509,1,53521,1,93,1,35243,143,GAA,"BUC     ",8.56,9.50,1,1,Aqua Carpatica Plata 0.5L
1,2025-09-05 14:39:02.970,1,202509,1,53520,1,10108,1,35243,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 14:50:15.737,1,202509,1,53525,1,9,1,35244,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 14:55:58.703,1,202509,1,53527,1,54,1,35245,112,EBA,"BUC     ",26.04,28.90,1,1,Crazy Schnitzel
1,2025-09-05 14:55:58.703,1,202509,1,53530,1,71,1,35245,131,EBA,"BUC     ",6.22,6.90,1,2,Crazy Sauce
1,2025-09-05 14:55:58.703,1,202509,1,53529,1,10102,1,35245,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 14:55:58.703,1,202509,1,53528,1,10109,1,35245,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 15:08:48.340,1,202509,1,53536,1,79,1,35247,127,EBA,"BUC     ",23.33,25.90,1,1,Mac & Cheese with Crispy Bacon
1,2025-09-05 15:08:48.340,1,202509,1,53537,1,9,1,35247,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 15:08:48.340,1,202509,1,53535,1,60,1,35247,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 15:14:36.017,1,202509,1,53538,1,61,1,35248,115,EBA,"BUC     ",43.15,47.90,1,2,Margherita Pizza Schnitzel
1,2025-09-05 15:14:36.017,1,202509,1,53541,1,65,1,35248,120,EBA,"BUC     ",44.05,48.90,1,1,Viennese Schnitzel
1,2025-09-05 15:14:36.017,1,202509,1,53540,1,81,1,35248,129,EBA,"BUC     ",22.43,24.90,1,1,Crazy Fries with Parmesan
1,2025-09-05 15:14:36.017,1,202509,1,53539,1,83,1,35248,10172,EBA,"BUC     ",5.32,5.90,1,1,Extra bacon
1,2025-09-05 15:22:52.973,1,202509,1,53544,1,81,1,35249,129,EBA,"BUC     ",22.43,24.90,1,1,Crazy Fries with Parmesan
1,2025-09-05 15:22:52.973,1,202509,1,53542,1,86,1,35249,10175,EBA,"BUC     ",3.51,3.90,1,2,Extra Lamaie
1,2025-09-05 15:22:52.973,1,202509,1,53543,1,71,1,35249,131,EBA,"BUC     ",6.22,6.90,1,2,Crazy Sauce
1,2025-09-05 15:22:52.973,1,202509,1,53545,1,68,1,35249,124,EBA,"BUC     ",26.94,29.90,1,1,Breaded Pork Schnitzel
1,2025-09-05 15:35:41.570,1,202509,1,53547,1,60,1,35250,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 15:35:41.570,1,202509,1,53550,1,72,1,35250,132,EBA,"BUC     ",5.32,5.90,1,1,Cheddar Sauce
1,2025-09-05 15:35:41.570,1,202509,1,53552,1,85,1,35250,10174,EBA,"BUC     ",7.12,7.90,1,2,Extra parmezan
1,2025-09-05 15:35:41.570,1,202509,1,53551,1,83,1,35250,10172,EBA,"BUC     ",5.32,5.90,1,1,Extra bacon
1,2025-09-05 15:35:41.570,1,202509,1,53549,1,10102,1,35250,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 15:35:41.570,1,202509,1,53548,1,10108,1,35250,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 15:41:52.100,1,202509,1,53558,1,71,1,35251,131,EBA,"BUC     ",6.22,6.90,1,2,Crazy Sauce
1,2025-09-05 15:41:52.100,1,202509,1,53555,1,54,1,35251,112,EBA,"BUC     ",26.04,28.90,1,1,Crazy Schnitzel
1,2025-09-05 15:41:52.100,1,202509,1,53557,1,10102,1,35251,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 15:41:52.100,1,202509,1,53556,1,10109,1,35251,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 15:54:13.347,1,202509,1,53565,1,60,1,35252,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 15:54:13.347,1,202509,1,53561,1,60,1,35252,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 15:54:13.347,1,202509,1,53564,1,72,1,35252,132,EBA,"BUC     ",5.32,5.90,1,1,Cheddar Sauce
1,2025-09-05 15:54:13.347,1,202509,1,53566,1,78,1,35252,138,EBA,"BUC     ",16.13,17.90,1,2,Arugula Salad with Cherry Tomatoes and Parmesan
1,2025-09-05 15:54:13.347,1,202509,1,53563,1,10102,1,35252,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 15:54:13.347,1,202509,1,53562,1,10108,1,35252,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 16:12:37.060,1,202509,1,53616,1,72,1,35257,132,EBA,"BUC     ",5.32,5.90,1,1,Cheddar Sauce
1,2025-09-05 16:12:37.060,1,202509,1,53613,1,60,1,35257,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 16:12:37.060,1,202509,1,53617,1,9,1,35257,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 16:12:37.060,1,202509,1,53615,1,10102,1,35257,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 16:12:37.060,1,202509,1,53614,1,10109,1,35257,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 16:19:49.607,1,202509,1,53800,1,9,1,35274,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 16:19:49.607,1,202509,1,53796,1,65,1,35274,120,EBA,"BUC     ",44.05,48.90,1,1,Viennese Schnitzel
1,2025-09-05 16:19:49.607,1,202509,1,53799,1,71,1,35274,131,EBA,"BUC     ",6.22,6.90,1,2,Crazy Sauce
1,2025-09-05 16:19:49.607,1,202509,1,53798,1,93,1,35274,143,GAA,"BUC     ",8.56,9.50,1,1,Aqua Carpatica Plata 0.5L
1,2025-09-05 16:19:49.607,1,202509,1,53797,1,10108,1,35274,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 16:23:02.140,1,202509,1,53828,1,76,1,35277,136,EBA,"BUC     ",7.12,7.90,1,2,Spicy Sauce
1,2025-09-05 16:23:02.140,1,202509,1,53825,1,60,1,35277,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 16:23:02.140,1,202509,1,53826,1,10108,1,35277,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 16:23:02.140,1,202509,1,53827,1,10102,1,35277,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 16:24:06.393,1,202509,1,53831,1,60,1,35278,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 16:24:06.393,1,202509,1,53834,1,77,1,35278,137,EBA,"BUC     ",7.12,7.90,1,2,Blueberry Sauce
1,2025-09-05 16:24:06.393,1,202509,1,53833,1,10102,1,35278,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 16:24:06.393,1,202509,1,53832,1,10109,1,35278,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 16:29:09.600,1,202509,1,53862,1,71,1,35281,131,EBA,"BUC     ",6.22,6.90,1,2,Crazy Sauce
1,2025-09-05 16:29:09.600,1,202509,1,53861,1,92,1,35281,142,GAA,"BUC     ",10.81,12.00,1,2,Aqua Carpatica Minerala 0.5L
1,2025-09-05 16:29:09.600,1,202509,1,53859,1,54,1,35281,112,EBA,"BUC     ",26.04,28.90,1,1,Crazy Schnitzel
1,2025-09-05 16:29:09.600,1,202509,1,53860,1,10109,1,35281,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 16:49:02.023,1,202509,1,53980,1,54,1,35292,112,EBA,"BUC     ",26.04,28.90,1,1,Crazy Schnitzel
1,2025-09-05 16:49:02.023,1,202509,1,53984,1,9,1,35292,10156,JAA,"BUC     ",1.65,2.00,1,1,Packaging
1,2025-09-05 16:49:02.023,1,202509,1,53975,1,60,1,35292,113,EBA,"BUC     ",25.14,27.90,1,1,Breaded Chicken Schnitzel
1,2025-09-05 16:49:02.023,1,202509,1,53983,1,71,1,35292,131,EBA,"BUC     ",6.22,6.90,1,2,Crazy Sauce
1,2025-09-05 16:49:02.023,1,202509,1,53978,1,74,1,35292,134,EBA,"BUC     ",4.41,4.90,1,1,Garlic Sauce
1,2025-09-05 16:49:02.023,1,202509,1,53981,1,10109,1,35292,10165,EBA,"BUC     ",29.64,32.90,1,2,Mac & cheease
1,2025-09-05 16:49:02.023,1,202509,1,53977,1,10102,1,35292,10159,GAA,"BUC     ",9.92,12.00,1,2,Pepsi Cola 0.25L Doze
1,2025-09-05 16:49:02.023,1,202509,1,53982,1,10103,1,35292,10160,GAA,"BUC     ",7.44,9.00,1,1,Mountain Dew 0.25L Doze
1,2025-09-05 16:49:02.023,1,202509,1,53976,1,10108,1,35292,10164,EBA,"BUC     ",11.62,12.90,1,2,Baked potatoes
1,2025-09-05 16:56:27.483,1,202509,1,54031,1,83,1,35297,10172,EBA,"BUC     ",5.32,5.90,1,1,Extra bacon
1,2025-09-05 16:56:27.483,1,202509,1,54032,1,82,1,35297,130,EBA,"BUC     ",11.62,12.90,1,1,Crazy Fries with Cheddar Sauce
1,2025-09-05 16:56:27.483,1,202509,1,54030,1,79,1,35297,127,EBA,"BUC     ",23.33,25.90,1,1,Mac & Cheese with Crispy Bacon
1,2025-09-05 16:56:27.483,1,202509,1,54033,1,93,1,35297,143,GAA,"BUC     ",8.56,9.50,1,1,Aqua Carpatica Plata 0.5L
1,2025-09-05 17:07:26.213,1,202509,1,54061,1,93,1,35303,143,GAA,"BUC     ",8.56,9.50,1,1,Aqua Carpatica Plata 0.5L
1,2025-09-05 17:07:26.213,1,202509,1,54060,1,63,1,35303,117,EBA,"BUC     ",43.15,47.90,1,2,Healthy Green Fit Schnitzel
1,2025-09-05 17:07:51.903,1,202509,1,54063,1,86,1,35304,10175,EBA,"BUC     ",3.51,3.90,1,2,Extra Lamaie
1,2025-09-05 17:13:31.697,1,202509,1,54064,1,79,1,35305,127,EBA,"BUC     ",23.33,25.90,1,1,Mac & Cheese with Crispy Bacon
1,2025-09-05 17:13:31.697,1,202509,1,54065,1,81,1,35305,129,EBA,"BUC     ",22.43,24.90,1,1,Crazy Fries with Parmesan
